day,value
281,0
282,0
283,0
284,0
285,1
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,1
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,1
359,0
360,0
361,0
362,0
363,1
364,0
365,2
366,0
367,0
368,0
369,2
370,0
371,0
372,1
373,0
374,1
375,0
376,0
377,1
378,1
379,0
380,0
381,0
382,0
383,0
384,1
385,0
386,0
387,1
388,0
389,0
390,0
391,0
392,1
393,0
394,0
395,0
396,0
397,1
398,0
399,0
400,0
401,0
402,0
403,1
404,0
405,1
406,0
407,1
408,1
409,1
410,0
411,0
412,1
413,2
414,0
415,4
416,0
417,2
418,1
419,1
420,2
421,1
422,4
423,3
424,0
425,2
426,1
427,2
428,1
429,3
430,3
431,0
432,3
433,6
434,4
435,5
436,3
437,1
438,2
439,4
440,4
441,5
442,7
443,3
444,4
445,4
446,8
447,7
448,11
449,5
450,7
451,2
452,3
453,7
454,4
455,6
456,5
457,5
458,2
459,3
460,5
461,5
462,5
463,5
464,7
465,2
466,2
467,2
468,2
469,4
470,0
471,0
472,2
473,0
474,1
475,3
476,5
477,1
478,0
479,2
480,0
481,0
482,0
483,0
484,2
485,1
486,0
487,0
488,0
489,0
490,2
491,2
492,1
493,0
494,1
495,0
496,1
497,0
498,0
499,0
500,0
501,0
502,1
503,0
504,1
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,2
519,0
520,0
521,0
522,0
523,0
524,0
525,2
526,0
527,1
528,1
529,0
530,3
531,0
532,0
533,0
534,1
535,0
536,0
537,2
538,0
539,0
540,0
541,0
542,1
543,1
544,1
545,0
546,1
547,0
548,0
549,0
550,0
551,1
552,0
553,0
554,0
555,1
556,0
557,0
558,1
559,2
560,1
561,0
562,0
563,0
564,0
565,0
566,1
567,0
568,0
569,1
570,0
571,0
572,1
573,1
574,1
575,3
576,0
577,0
578,0
579,2
580,0
581,0
582,2
583,0
584,2
585,0
586,0
587,2
588,1
589,0
590,0
591,0
592,0
593,0
594,2
595,2
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,1
604,0
605,0
606,0
607,1
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,1
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,1
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,1
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,1
686,0
687,1
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,2
715,0
716,0
717,0
718,0
719,0
720,0
721,1
722,0
723,0
724,0
725,0
726,1
727,0
728,1
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,1
741,0
742,0
743,1
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,1
757,0
758,0
759,0
760,0
761,0
762,1
763,1
764,0
765,0
766,0
767,0
768,1
769,0
770,0
771,0
772,0
773,1
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,1
790,0
791,0
792,1
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,1
813,0
814,0
815,1
816,0
817,1
818,0
819,0
820,0
821,0
822,0
823,0
824,1
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,1
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
